ID,Cust_ID,Prod_ID,Ship_ID,Order_Date,Ship_Date,Customer_Name,Province,Region,Customer_Segment,Sales,Order_Quantity,Order_Priority,DaysTakenForShipping
1760,Cust_586,Prod_5,SHP_2440,06/04/2009,08/04/2009,MICHELLE ELLISON,ONTARIO,ONTARIO,CONSUMER,241353,39,LOW,2
1761,Cust_595,Prod_3,SHP_2441,09/12/2009,11/12/2009,VICTORIA WILSON,ONTARIO,ONTARIO,HOME OFFICE,20499,41,MEDIUM,2
1762,Cust_577,Prod_3,SHP_2443,01/04/2009,02/04/2009,THOMAS BOLAND,ONTARIO,ONTARIO,CORPORATE,26531,23,NOT SPECIFIED,1
1762,Cust_577,Prod_8,SHP_2443,01/04/2009,02/04/2009,THOMAS BOLAND,ONTARIO,ONTARIO,CORPORATE,144488,15,NOT SPECIFIED,1
1762,Cust_577,Prod_17,SHP_2443,01/04/2009,02/04/2009,THOMAS BOLAND,ONTARIO,ONTARIO,CORPORATE,22871,23,NOT SPECIFIED,1
1763,Cust_590,Prod_8,SHP_2444,05/08/2010,06/08/2010,PATRICIA HIRASAKI,ONTARIO,ONTARIO,HOME OFFICE,78626,44,CRITICAL,1
1764,Cust_578,Prod_3,SHP_2445,28/09/2010,02/10/2010,OLVERA TOCH,ONTARIO,ONTARIO,HOME OFFICE,1869724,44,LOW,4
1764,Cust_578,Prod_1,SHP_2445,28/09/2010,02/10/2010,OLVERA TOCH,ONTARIO,ONTARIO,HOME OFFICE,78613,48,LOW,4
1765,Cust_595,Prod_14,SHP_2447,17/06/2010,24/06/2010,VICTORIA WILSON,ONTARIO,ONTARIO,HOME OFFICE,1464726,25,LOW,7
1765,Cust_595,Prod_7,SHP_2447,17/06/2010,24/06/2010,VICTORIA WILSON,ONTARIO,ONTARIO,HOME OFFICE,26112021,10,LOW,7
1766,Cust_585,Prod_5,SHP_2448,10/05/2010,11/05/2010,MICHELLE ELLISON,ONTARIO,ONTARIO,SMALL BUSINESS,44231,50,NOT SPECIFIED,1
1767,Cust_583,Prod_8,SHP_2449,09/12/2012,10/12/2012,SEAN MILLER,ONTARIO,ONTARIO,SMALL BUSINESS,11483,4,CRITICAL,1
1767,Cust_583,Prod_14,SHP_2449,09/12/2012,10/12/2012,SEAN MILLER,ONTARIO,ONTARIO,SMALL BUSINESS,1674376,23,CRITICAL,1
1768,Cust_593,Prod_8,SHP_2451,09/04/2012,10/04/2012,PATRICK O'DONNELL,ONTARIO,ONTARIO,HOME OFFICE,15347,49,MEDIUM,1
1769,Cust_580,Prod_17,SHP_2452,20/11/2009,21/11/2009,SEAN CHRISTENSEN,ONTARIO,ONTARIO,HOME OFFICE,281334,7,CRITICAL,1
1769,Cust_580,Prod_2,SHP_2452,20/11/2009,21/11/2009,SEAN CHRISTENSEN,ONTARIO,ONTARIO,HOME OFFICE,26828,45,CRITICAL,1
177,Cust_94,Prod_6,SHP_240,14/01/2010,15/01/2010,CARL LUDWIG,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,16676,31,HIGH,1
1770,Cust_595,Prod_5,SHP_2454,26/07/2009,26/07/2009,VICTORIA WILSON,ONTARIO,ONTARIO,HOME OFFICE,38703,50,MEDIUM,0
1771,Cust_587,Prod_6,SHP_2455,02/04/2009,04/04/2009,SCOT CORAM,ONTARIO,ONTARIO,CORPORATE,58547,17,MEDIUM,2
1772,Cust_578,Prod_6,SHP_2456,01/06/2011,01/06/2011,OLVERA TOCH,ONTARIO,ONTARIO,HOME OFFICE,12334,11,HIGH,0
1772,Cust_578,Prod_2,SHP_2456,01/06/2011,01/06/2011,OLVERA TOCH,ONTARIO,ONTARIO,HOME OFFICE,164247,23,HIGH,0
1773,Cust_598,Prod_7,SHP_2458,02/12/2009,09/12/2009,MICHELLE ELLISON,ONTARIO,ONTARIO,HOME OFFICE,9322,25,LOW,7
1774,Cust_482,Prod_1,SHP_2459,15/03/2011,22/03/2011,MICHAEL NGUYEN,ONTARIO,ONTARIO,SMALL BUSINESS,24318,36,LOW,7
1775,Cust_593,Prod_8,SHP_2460,20/12/2011,21/12/2011,PATRICK O'DONNELL,ONTARIO,ONTARIO,HOME OFFICE,385347,27,MEDIUM,1
1775,Cust_593,Prod_6,SHP_2460,20/12/2011,21/12/2011,PATRICK O'DONNELL,ONTARIO,ONTARIO,HOME OFFICE,2823,5,MEDIUM,1
1776,Cust_587,Prod_16,SHP_2462,05/01/2012,05/01/2012,SCOT CORAM,ONTARIO,ONTARIO,CORPORATE,19239,19,HIGH,0
1776,Cust_587,Prod_17,SHP_2462,05/01/2012,05/01/2012,SCOT CORAM,ONTARIO,ONTARIO,CORPORATE,496205,50,HIGH,0
1777,Cust_582,Prod_7,SHP_2464,10/10/2010,11/10/2010,TODD BOYES,ONTARIO,ONTARIO,SMALL BUSINESS,26082021,13,NOT SPECIFIED,1
1778,Cust_587,Prod_1,SHP_2465,09/04/2012,10/04/2012,SCOT CORAM,ONTARIO,ONTARIO,CORPORATE,66969,8,MEDIUM,1
1779,Cust_583,Prod_3,SHP_2466,22/07/2012,23/07/2012,SEAN MILLER,ONTARIO,ONTARIO,SMALL BUSINESS,4056,45,NOT SPECIFIED,1
178,Cust_105,Prod_1,SHP_241,26/08/2009,27/08/2009,CARLOS DALY,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,81113,2,HIGH,1
1780,Cust_587,Prod_4,SHP_2467,23/09/2009,28/09/2009,SCOT CORAM,ONTARIO,ONTARIO,CORPORATE,7063925,39,LOW,5
1781,Cust_579,Prod_2,SHP_3869,20/01/2010,21/01/2010,LENA RADFORD,ONTARIO,ONTARIO,SMALL BUSINESS,15499,24,MEDIUM,1
1781,Cust_579,Prod_13,SHP_3869,20/01/2010,21/01/2010,LENA RADFORD,ONTARIO,ONTARIO,SMALL BUSINESS,4642,21,MEDIUM,1
1782,Cust_596,Prod_1,SHP_2469,16/03/2012,18/03/2012,SHAHID COLLISTER,ONTARIO,ONTARIO,HOME OFFICE,21022,13,HIGH,2
1782,Cust_596,Prod_3,SHP_2469,16/03/2012,18/03/2012,SHAHID COLLISTER,ONTARIO,ONTARIO,HOME OFFICE,11578,32,HIGH,2
1783,Cust_586,Prod_15,SHP_2470,10/09/2011,12/09/2011,MICHELLE ELLISON,ONTARIO,ONTARIO,CONSUMER,2507,2,CRITICAL,2
1784,Cust_591,Prod_6,SHP_2471,18/04/2010,18/04/2010,MARIA ZETTNER,ONTARIO,ONTARIO,CORPORATE,31542,10,NOT SPECIFIED,0
1785,Cust_593,Prod_3,SHP_2472,06/12/2012,07/12/2012,PATRICK O'DONNELL,ONTARIO,ONTARIO,HOME OFFICE,14403,38,MEDIUM,1
1786,Cust_576,Prod_2,SHP_2473,24/01/2009,26/01/2009,MICHAEL DOMINGUEZ,ONTARIO,ONTARIO,HOME OFFICE,29468,23,MEDIUM,2
1787,Cust_589,Prod_3,SHP_2474,07/03/2010,07/03/2010,NATHAN GELDER,ONTARIO,ONTARIO,HOME OFFICE,237882,43,NOT SPECIFIED,0
1787,Cust_589,Prod_6,SHP_2474,07/03/2010,07/03/2010,NATHAN GELDER,ONTARIO,ONTARIO,HOME OFFICE,20262,6,NOT SPECIFIED,0
1788,Cust_590,Prod_5,SHP_2476,27/02/2010,04/03/2010,PATRICIA HIRASAKI,ONTARIO,ONTARIO,HOME OFFICE,30749,24,LOW,5
1789,Cust_600,Prod_3,SHP_2478,16/08/2010,20/08/2010,COREY CATLETT,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,15846,39,LOW,4
1789,Cust_600,Prod_10,SHP_2478,16/08/2010,20/08/2010,COREY CATLETT,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,718083,31,LOW,4
1789,Cust_600,Prod_4,SHP_2478,16/08/2010,20/08/2010,COREY CATLETT,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,89335,5,LOW,4
179,Cust_52,Prod_4,SHP_242,08/10/2009,09/10/2009,RALPH KNIGHT,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CONSUMER,8228425,15,CRITICAL,1
1790,Cust_1466,Prod_10,SHP_2481,20/12/2009,21/12/2009,ED JACOBS,YUKON,YUKON,SMALL BUSINESS,57482,39,HIGH,1
1790,Cust_1466,Prod_4,SHP_2481,20/12/2009,21/12/2009,ED JACOBS,YUKON,YUKON,SMALL BUSINESS,67179325,47,HIGH,1
1791,Cust_568,Prod_1,SHP_4099,05/12/2009,06/12/2009,NOEL STAAVOS,ONTARIO,ONTARIO,HOME OFFICE,4164,24,MEDIUM,1
1791,Cust_568,Prod_14,SHP_4099,05/12/2009,06/12/2009,NOEL STAAVOS,ONTARIO,ONTARIO,HOME OFFICE,2171736,32,MEDIUM,1
1791,Cust_568,Prod_6,SHP_4099,05/12/2009,06/12/2009,NOEL STAAVOS,ONTARIO,ONTARIO,HOME OFFICE,77224,25,MEDIUM,1
1791,Cust_568,Prod_17,SHP_4099,05/12/2009,06/12/2009,NOEL STAAVOS,ONTARIO,ONTARIO,HOME OFFICE,1582327,13,MEDIUM,1
1792,Cust_603,Prod_13,SHP_2483,27/06/2010,28/06/2010,KEITH HERRERA,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,22514,11,NOT SPECIFIED,1
1792,Cust_603,Prod_4,SHP_2483,27/06/2010,28/06/2010,KEITH HERRERA,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,15597755,22,NOT SPECIFIED,1
1793,Cust_604,Prod_16,SHP_2484,13/05/2009,14/05/2009,CARLOS MEADOR,NEWFOUNDLAND,ATLANTIC,CORPORATE,48293,34,MEDIUM,1
1793,Cust_604,Prod_4,SHP_2484,13/05/2009,14/05/2009,CARLOS MEADOR,NEWFOUNDLAND,ATLANTIC,CORPORATE,1590163,33,MEDIUM,1
1793,Cust_604,Prod_9,SHP_2484,13/05/2009,14/05/2009,CARLOS MEADOR,NEWFOUNDLAND,ATLANTIC,CORPORATE,120373,7,MEDIUM,1
1794,Cust_605,Prod_6,SHP_3052,25/02/2011,27/02/2011,CORINNA MITCHELL,NEWFOUNDLAND,ATLANTIC,CORPORATE,4087,4,LOW,2
1794,Cust_605,Prod_15,SHP_3052,25/02/2011,27/02/2011,CORINNA MITCHELL,NEWFOUNDLAND,ATLANTIC,CORPORATE,836365,30,LOW,2
1795,Cust_606,Prod_8,SHP_2727,05/06/2011,10/06/2011,RAYMOND FAIR,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,30362,46,LOW,5
1795,Cust_606,Prod_6,SHP_2727,05/06/2011,10/06/2011,RAYMOND FAIR,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,26993,48,LOW,5
1796,Cust_1506,Prod_6,SHP_2488,13/03/2010,14/03/2010,CARLOS MEADOR,YUKON,YUKON,CORPORATE,13919,23,MEDIUM,1
1796,Cust_1506,Prod_13,SHP_2488,13/03/2010,14/03/2010,CARLOS MEADOR,YUKON,YUKON,CORPORATE,33466,34,MEDIUM,1
1796,Cust_1506,Prod_15,SHP_2488,13/03/2010,14/03/2010,CARLOS MEADOR,YUKON,YUKON,CORPORATE,202605,16,MEDIUM,1
1797,Cust_1508,Prod_6,SHP_6137,19/09/2009,21/09/2009,KARL BROWN,YUKON,YUKON,HOME OFFICE,15034,22,NOT SPECIFIED,2
1797,Cust_1508,Prod_8,SHP_6137,19/09/2009,21/09/2009,KARL BROWN,YUKON,YUKON,HOME OFFICE,114236,35,NOT SPECIFIED,2
1798,Cust_608,Prod_6,SHP_2592,25/02/2010,27/02/2010,NATALIE WEBBER,NEWFOUNDLAND,ATLANTIC,CONSUMER,42814,19,LOW,2
1798,Cust_608,Prod_4,SHP_2592,25/02/2010,27/02/2010,NATALIE WEBBER,NEWFOUNDLAND,ATLANTIC,CONSUMER,13793375,14,LOW,2
1799,Cust_609,Prod_7,SHP_2730,20/03/2011,21/03/2011,ERIC BARRETO,NEWFOUNDLAND,ATLANTIC,CONSUMER,1192,32,HIGH,1
1799,Cust_609,Prod_5,SHP_2730,20/03/2011,21/03/2011,ERIC BARRETO,NEWFOUNDLAND,ATLANTIC,CONSUMER,182542,19,HIGH,1
18,Cust_16,Prod_13,SHP_25,06/05/2011,07/05/2011,ANNIE CYPRUS,NUNAVUT,NUNAVUT,HOME OFFICE,6724,23,HIGH,1
180,Cust_106,Prod_8,SHP_5084,10/11/2011,11/11/2011,CINDY SCHNELLING,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,115489,27,HIGH,1
180,Cust_106,Prod_4,SHP_5084,10/11/2011,11/11/2011,CINDY SCHNELLING,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,33109455,35,HIGH,1
1800,Cust_610,Prod_8,SHP_2493,10/11/2012,11/11/2012,HUNTER LOPEZ,NEWFOUNDLAND,ATLANTIC,CONSUMER,3623,16,CRITICAL,1
1800,Cust_610,Prod_10,SHP_2493,10/11/2012,11/11/2012,HUNTER LOPEZ,NEWFOUNDLAND,ATLANTIC,CONSUMER,172265,15,CRITICAL,1
1800,Cust_610,Prod_17,SHP_2493,10/11/2012,11/11/2012,HUNTER LOPEZ,NEWFOUNDLAND,ATLANTIC,CONSUMER,265416,27,CRITICAL,1
1801,Cust_611,Prod_3,SHP_2494,29/11/2010,29/11/2010,BARRY FRANZ,NEWFOUNDLAND,ATLANTIC,CORPORATE,41882,48,MEDIUM,0
1801,Cust_611,Prod_5,SHP_2494,29/11/2010,29/11/2010,BARRY FRANZ,NEWFOUNDLAND,ATLANTIC,CORPORATE,46155,14,MEDIUM,0
1802,Cust_611,Prod_17,SHP_2495,14/07/2011,16/07/2011,BARRY FRANZ,NEWFOUNDLAND,ATLANTIC,CORPORATE,79998,9,NOT SPECIFIED,2
1802,Cust_611,Prod_11,SHP_2495,14/07/2011,16/07/2011,BARRY FRANZ,NEWFOUNDLAND,ATLANTIC,CORPORATE,36357,7,NOT SPECIFIED,2
1803,Cust_612,Prod_5,SHP_2496,12/05/2012,13/05/2012,CRAIG YEDWAB,NEWFOUNDLAND,ATLANTIC,CORPORATE,61884,14,MEDIUM,1
1804,Cust_1083,Prod_3,SHP_4104,28/12/2009,30/12/2009,ERIC BARRETO,ONTARIO,ONTARIO,SMALL BUSINESS,17767,6,LOW,2
1804,Cust_1083,Prod_8,SHP_4104,28/12/2009,30/12/2009,ERIC BARRETO,ONTARIO,ONTARIO,SMALL BUSINESS,128555,26,LOW,2
1805,Cust_614,Prod_4,SHP_2498,15/03/2009,16/03/2009,CHUCK SACHS,NEWFOUNDLAND,ATLANTIC,CONSUMER,200753,2,MEDIUM,1
1805,Cust_614,Prod_8,SHP_2498,15/03/2009,16/03/2009,CHUCK SACHS,NEWFOUNDLAND,ATLANTIC,CONSUMER,28184,17,MEDIUM,1
1806,Cust_615,Prod_13,SHP_3073,01/03/2011,02/03/2011,MUHAMMED LEE,NEWFOUNDLAND,ATLANTIC,CONSUMER,5333,31,CRITICAL,1
1806,Cust_615,Prod_6,SHP_3073,01/03/2011,02/03/2011,MUHAMMED LEE,NEWFOUNDLAND,ATLANTIC,CONSUMER,1091937,2,CRITICAL,1
1807,Cust_607,Prod_6,SHP_2500,13/07/2012,14/07/2012,KARL BROWN,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,227703,44,MEDIUM,1
1808,Cust_616,Prod_6,SHP_2501,16/11/2011,17/11/2011,KARL BROWN,NEWFOUNDLAND,ATLANTIC,CORPORATE,25775,48,HIGH,1
1808,Cust_616,Prod_13,SHP_2501,16/11/2011,17/11/2011,KARL BROWN,NEWFOUNDLAND,ATLANTIC,CORPORATE,3969,24,HIGH,1
1808,Cust_616,Prod_4,SHP_2501,16/11/2011,17/11/2011,KARL BROWN,NEWFOUNDLAND,ATLANTIC,CORPORATE,5139882,48,HIGH,1
1809,Cust_617,Prod_11,SHP_2736,19/07/2012,20/07/2012,BOBBY TRAFTON,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,8532152,50,MEDIUM,1
1809,Cust_617,Prod_2,SHP_2736,19/07/2012,20/07/2012,BOBBY TRAFTON,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,226941,33,MEDIUM,1
181,Cust_90,Prod_8,SHP_244,15/04/2012,15/04/2012,CLAUDIA MINER,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,5502,10,HIGH,0
1810,Cust_618,Prod_8,SHP_2503,03/09/2012,04/09/2012,DAVID FLASHING,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,82451,29,HIGH,1
1811,Cust_619,Prod_4,SHP_2504,19/09/2012,23/09/2012,RICK DUSTON,NEWFOUNDLAND,ATLANTIC,CORPORATE,3081471,31,LOW,4
1812,Cust_620,Prod_2,SHP_2505,01/04/2009,03/04/2009,TROY STAEBEL,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,1762,1,MEDIUM,2
1813,Cust_621,Prod_3,SHP_2506,03/01/2010,04/01/2010,NORA PAIGE,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,12165,19,MEDIUM,1
1814,Cust_1550,Prod_13,SHP_2507,24/01/2011,26/01/2011,AMY COX,YUKON,YUKON,SMALL BUSINESS,819,27,NOT SPECIFIED,2
1814,Cust_1550,Prod_9,SHP_2507,24/01/2011,26/01/2011,AMY COX,YUKON,YUKON,SMALL BUSINESS,4955,44,NOT SPECIFIED,2
1815,Cust_623,Prod_1,SHP_2508,17/05/2010,18/05/2010,HAROLD DAHLEN,NEWFOUNDLAND,ATLANTIC,CORPORATE,49828,37,CRITICAL,1
1816,Cust_617,Prod_13,SHP_2509,23/09/2011,25/09/2011,BOBBY TRAFTON,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,19113,47,LOW,2
1817,Cust_624,Prod_6,SHP_2510,15/09/2011,15/09/2011,JAY FINE,NEWFOUNDLAND,ATLANTIC,CONSUMER,34227,8,MEDIUM,0
1817,Cust_624,Prod_16,SHP_2510,15/09/2011,15/09/2011,JAY FINE,NEWFOUNDLAND,ATLANTIC,CONSUMER,57795,39,MEDIUM,0
1817,Cust_624,Prod_9,SHP_2510,15/09/2011,15/09/2011,JAY FINE,NEWFOUNDLAND,ATLANTIC,CONSUMER,16895,18,MEDIUM,0
1818,Cust_621,Prod_4,SHP_2511,21/12/2012,22/12/2012,NORA PAIGE,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,26118035,48,MEDIUM,1
1818,Cust_621,Prod_5,SHP_2511,21/12/2012,22/12/2012,NORA PAIGE,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,28591,45,MEDIUM,1
1818,Cust_621,Prod_17,SHP_2511,21/12/2012,22/12/2012,NORA PAIGE,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,104312,7,MEDIUM,1
1819,Cust_1516,Prod_13,SHP_6345,31/10/2009,31/10/2009,DAN CAMPBELL,YUKON,YUKON,CORPORATE,8744,49,CRITICAL,0
1819,Cust_1516,Prod_7,SHP_6345,31/10/2009,31/10/2009,DAN CAMPBELL,YUKON,YUKON,CORPORATE,1111989,9,CRITICAL,0
1819,Cust_1516,Prod_1,SHP_6345,31/10/2009,31/10/2009,DAN CAMPBELL,YUKON,YUKON,CORPORATE,131849,50,CRITICAL,0
1819,Cust_1516,Prod_4,SHP_6345,31/10/2009,31/10/2009,DAN CAMPBELL,YUKON,YUKON,CORPORATE,1297865,4,CRITICAL,0
182,Cust_103,Prod_13,SHP_245,02/01/2012,03/01/2012,ROY SKARIA,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CORPORATE,19258,10,MEDIUM,1
1820,Cust_626,Prod_6,SHP_2514,05/01/2012,07/01/2012,GEORGE ZREBASSA,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,45398,40,HIGH,2
1821,Cust_619,Prod_13,SHP_3106,22/04/2009,22/04/2009,RICK DUSTON,NEWFOUNDLAND,ATLANTIC,CORPORATE,9459,43,MEDIUM,0
1821,Cust_619,Prod_1,SHP_3106,22/04/2009,22/04/2009,RICK DUSTON,NEWFOUNDLAND,ATLANTIC,CORPORATE,42283,14,MEDIUM,0
1822,Cust_627,Prod_13,SHP_2516,16/07/2011,20/07/2011,ELENI MCCRARY,NEWFOUNDLAND,ATLANTIC,CORPORATE,7132,42,LOW,4
1823,Cust_628,Prod_3,SHP_2517,30/06/2010,01/07/2010,FRANK ATKINSON,NEWFOUNDLAND,ATLANTIC,CORPORATE,75086,33,HIGH,1
1823,Cust_628,Prod_8,SHP_2517,30/06/2010,01/07/2010,FRANK ATKINSON,NEWFOUNDLAND,ATLANTIC,CORPORATE,37978,48,HIGH,1
1824,Cust_629,Prod_3,SHP_2518,24/07/2009,25/07/2009,ASTREA JONES,NEWFOUNDLAND,ATLANTIC,CORPORATE,21531,14,NOT SPECIFIED,1
1825,Cust_630,Prod_13,SHP_2772,15/10/2010,15/10/2010,GIULIETTA DORTCH,NEWFOUNDLAND,ATLANTIC,CONSUMER,84024,36,LOW,0
1825,Cust_630,Prod_1,SHP_2772,15/10/2010,15/10/2010,GIULIETTA DORTCH,NEWFOUNDLAND,ATLANTIC,CONSUMER,15733,14,LOW,0
1825,Cust_630,Prod_14,SHP_2772,15/10/2010,15/10/2010,GIULIETTA DORTCH,NEWFOUNDLAND,ATLANTIC,CONSUMER,1619316,34,LOW,0
1825,Cust_630,Prod_17,SHP_2772,15/10/2010,15/10/2010,GIULIETTA DORTCH,NEWFOUNDLAND,ATLANTIC,CONSUMER,1025375,28,LOW,0
1826,Cust_631,Prod_6,SHP_2520,26/02/2009,27/02/2009,CATHY HWANG,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,12584,20,MEDIUM,1
1826,Cust_631,Prod_4,SHP_2520,26/02/2009,27/02/2009,CATHY HWANG,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,3637728,23,MEDIUM,1
1827,Cust_632,Prod_6,SHP_2641,22/10/2012,22/10/2012,DAMALA KOTSONIS,NEWFOUNDLAND,ATLANTIC,CORPORATE,11455,11,LOW,0
1827,Cust_632,Prod_2,SHP_2641,22/10/2012,22/10/2012,DAMALA KOTSONIS,NEWFOUNDLAND,ATLANTIC,CORPORATE,364512,36,LOW,0
1828,Cust_618,Prod_10,SHP_2522,14/04/2009,19/04/2009,DAVID FLASHING,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,138665,14,LOW,5
1829,Cust_633,Prod_13,SHP_2523,08/09/2010,10/09/2010,DIANNA ARNETT,NEWFOUNDLAND,ATLANTIC,HOME OFFICE,13672,35,CRITICAL,2
183,Cust_47,Prod_3,SHP_246,08/03/2011,09/03/2011,DELFINA LATCHFORD,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,SMALL BUSINESS,29167,40,NOT SPECIFIED,1
1830,Cust_634,Prod_1,SHP_2524,17/09/2010,21/09/2010,FRED MCMATH,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,2965,1,LOW,4
1831,Cust_1597,Prod_8,SHP_2525,06/08/2011,07/08/2011,CHRISTY BRITTAIN,BRITISH COLUMBIA,WEST,CONSUMER,3901,7,NOT SPECIFIED,1
1831,Cust_1597,Prod_5,SHP_2525,06/08/2011,07/08/2011,CHRISTY BRITTAIN,BRITISH COLUMBIA,WEST,CONSUMER,6203,6,NOT SPECIFIED,1
1832,Cust_636,Prod_8,SHP_2526,10/06/2009,10/06/2009,TOM PRESCOTT,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,5703,7,HIGH,0
1833,Cust_637,Prod_3,SHP_2527,20/08/2012,22/08/2012,YANA SORENSEN,NEWFOUNDLAND,ATLANTIC,CORPORATE,61116,46,MEDIUM,2
1834,Cust_1598,Prod_13,SHP_2528,15/03/2010,16/03/2010,HAROLD DAHLEN,BRITISH COLUMBIA,WEST,CONSUMER,3569,10,NOT SPECIFIED,1
1834,Cust_1598,Prod_8,SHP_2528,15/03/2010,16/03/2010,HAROLD DAHLEN,BRITISH COLUMBIA,WEST,CONSUMER,99989,10,NOT SPECIFIED,1
1834,Cust_1598,Prod_4,SHP_2528,15/03/2010,16/03/2010,HAROLD DAHLEN,BRITISH COLUMBIA,WEST,CONSUMER,14621615,26,NOT SPECIFIED,1
1835,Cust_639,Prod_7,SHP_2652,01/11/2012,05/11/2012,BRAD THOMAS,NEWFOUNDLAND,ATLANTIC,CORPORATE,13025,45,LOW,4
1835,Cust_639,Prod_4,SHP_2652,01/11/2012,05/11/2012,BRAD THOMAS,NEWFOUNDLAND,ATLANTIC,CORPORATE,20522655,22,LOW,4
1835,Cust_639,Prod_5,SHP_2652,01/11/2012,05/11/2012,BRAD THOMAS,NEWFOUNDLAND,ATLANTIC,CORPORATE,12241,18,LOW,4
1836,Cust_640,Prod_8,SHP_2530,26/07/2012,28/07/2012,CYNTHIA VOLTZ,NEWFOUNDLAND,ATLANTIC,CORPORATE,45387,30,NOT SPECIFIED,2
1837,Cust_641,Prod_6,SHP_3151,15/05/2010,15/05/2010,DEAN PERCER,NEWFOUNDLAND,ATLANTIC,CONSUMER,31099,33,HIGH,0
1837,Cust_641,Prod_5,SHP_3151,15/05/2010,15/05/2010,DEAN PERCER,NEWFOUNDLAND,ATLANTIC,CONSUMER,105384,46,HIGH,0
1838,Cust_642,Prod_4,SHP_3153,28/10/2012,30/10/2012,BEN PETERMAN,NEWFOUNDLAND,ATLANTIC,CORPORATE,15149635,26,LOW,2
1838,Cust_642,Prod_8,SHP_3153,28/10/2012,30/10/2012,BEN PETERMAN,NEWFOUNDLAND,ATLANTIC,CORPORATE,694394,46,LOW,2
1839,Cust_629,Prod_4,SHP_3155,21/05/2009,22/05/2009,ASTREA JONES,NEWFOUNDLAND,ATLANTIC,CORPORATE,12045095,26,CRITICAL,1
1839,Cust_629,Prod_7,SHP_3155,21/05/2009,22/05/2009,ASTREA JONES,NEWFOUNDLAND,ATLANTIC,CORPORATE,1936,7,CRITICAL,1
184,Cust_57,Prod_3,SHP_247,02/07/2009,04/07/2009,EDWARD HOOKS,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CONSUMER,28139,50,HIGH,2
184,Cust_57,Prod_17,SHP_247,02/07/2009,04/07/2009,EDWARD HOOKS,NORTHWEST TERRITORIES,NORTHWEST TERRITORIES,CONSUMER,1259391,49,HIGH,2
1840,Cust_643,Prod_6,SHP_2534,02/09/2011,03/09/2011,TRACY PODDAR,NEWFOUNDLAND,ATLANTIC,CORPORATE,15573,21,NOT SPECIFIED,1
1841,Cust_644,Prod_3,SHP_2535,09/10/2012,11/10/2012,MICHAEL PAIGE,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,79304,42,HIGH,2
1842,Cust_611,Prod_3,SHP_2536,19/12/2009,21/12/2009,BARRY FRANZ,NEWFOUNDLAND,ATLANTIC,CORPORATE,411574,36,MEDIUM,2
1843,Cust_645,Prod_4,SHP_2537,03/03/2012,04/03/2012,COREY ROPER,NEWFOUNDLAND,ATLANTIC,SMALL BUSINESS,596156,26,MEDIUM,1
1844,Cust_1621,Prod_3,SHP_2538,14/09/2012,16/09/2012,MAUREEN GASTINEAU,BRITISH COLUMBIA,WEST,CONSUMER,3646,4,HIGH,2
1844,Cust_1621,Prod_13,SHP_2538,14/09/2012,16/09/2012,MAUREEN GASTINEAU,BRITISH COLUMBIA,WEST,CONSUMER,474,18,HIGH,2
1844,Cust_1621,Prod_2,SHP_2538,14/09/2012,16/09/2012,MAUREEN GASTINEAU,BRITISH COLUMBIA,WEST,CONSUMER,77383,19,HIGH,2
1845,Cust_647,Prod_3,SHP_2539,08/11/2012,09/11/2012,MUHAMMED YEDWAB,NEWFOUNDLAND,ATLANTIC,CONSUMER,213082,31,NOT SPECIFIED,1
